Qz_A_inv,L_rlu,F_real,F_imag,F_abs,F2
0.11900000000000001,0.5423497530951623,11.472662239170134,452.10850591590827,452.2540470801438,204533.7231003689
0.12000000000000001,0.5469073140455418,5.221982564303742,447.53581260527767,447.56627740052994,200315.57266616813
0.121,0.5514648749959213,-0.901149147680961,442.8638449218822,442.8647617600426,196129.19720877928
0.12200000000000001,0.5560224359463009,-6.895019100276855,438.0957921368122,438.1500477877118,191975.46437637412
0.12300000000000001,0.5605799968966804,-12.757992121849934,433.23487462438425,433.4226839400392,187855.2229537871
0.12400000000000001,0.5651375578470599,-18.488512245942182,428.28434191507324,428.6832194227991,183769.3026146957
0.125,0.5696951187974394,-24.085103242934352,423.24747073750746,423.9322041127803,179718.51368392003
0.126,0.5742526797478189,-29.546369102867324,418.1275630507531,419.17018847948185,175703.64690992434
0.127,0.5788102406981984,-34.870994469245964,412.927944068119,414.3977235067753,171725.4732475978
0.128,0.5833678016485779,-40.057745023684866,407.6519602737118,409.61536061454336,167784.7436513824
0.129,0.5879253625989574,-45.10546782128403,402.30297743297865,404.82365158031047,163882.1888788166
0.13,0.592482923549337,-50.01309157665534,396.8843785984724,400.023148460874,160018.51930455043
0.131,0.5970404844997165,-54.779626900550596,391.39956211207584,395.2144035139512,156194.42474488824
0.132,0.601598045450096,-59.404166487075265,385.85193960492154,390.39796911985104,152410.57429290417
0.133,0.6061556064004755,-63.88588525150014,380.2449339962417,385.5743977031852,148667.61616417402
0.134,0.610713167350855,-68.2240404187182,374.58197749238417,380.7442416546308,144966.17755315988
0.135,0.6152707283012345,-72.41797156242112,368.8665095872217,375.9080532527543,141306.86450027558
0.136,0.619828289251614,-76.46710059510356,363.10197506518296,371.06638458590993,137690.26176965842
0.137,0.6243858502019936,-80.37093170903367,357.29182200813113,366.2197874742273,134116.93273766822
0.138,0.6289434111523731,-84.12905126835801,351.4394998073032,361.36881339169474,130587.4192921215
0.139,0.6335009721027526,-87.74112765254083,345.5484571815267,356.514013388356,127102.24174227286
0.13999999999999999,0.6380585330531321,-91.2069110513669,339.62214020291634,351.6559380126281,123661.89873954134
0.14100000000000001,0.6426160940035116,-94.5262332117688,333.66399033125145,346.79513723375527,120266.86720897915
0.14200000000000002,0.6471736549538911,-97.69900713676773,327.6774424582221,341.9321603644087,116917.60229147169
0.143,0.6517312159042706,-100.72522673684803,321.6659229627277,337.0675559834451,113614.53729665291
0.14400000000000002,0.6562887768546501,-103.60496643411442,315.6328477783972,332.20187185883645,110358.0836665148
0.145,0.6608463378050297,-106.3383807196103,309.58162047449525,327.33565487078124,107148.63094968321
0.146,0.6654038987554092,-108.92570366420438,303.5156303513624,322.46945093501023,103986.54678632697
0.147,0.6699614597057887,-111.36724838348144,297.43825055152877,317.60380492629815,100872.17690366205
